Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,student_id,profile_source,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB,Skill_HTML/CSS,Skill_Angular,Skill_Vue,Skill_Express,Skill_Java,Skill_PHP,Skill_FastAPI,Skill_MySQL,Skill_PostgreSQL,Skill_Firebase,Skill_TensorFlow,Skill_Pandas,Religion,LivingCity,Ethnicity_Group
24,63,0,2,0,8,59,1,1,1,1,2,1,1,3,1,1,2,Non-binary,62,SIM-0784,synthetic_simulation,3,2,5,4,4,2,4,2,5,4,2,5,4,4,4,1,Hinduism,Negombo,Group D
23,71,2,2,1,7,69,0,1,3,1,2,1,2,5,1,1,0,Female,66,SIM-0785,synthetic_simulation,5,5,1,4,3,3,1,3,2,4,2,1,1,4,5,2,Islam,Galle,Group A
26,68,2,0,1,8,90,2,1,4,1,0,0,1,3,0,1,2,Male,70,SIM-0786,synthetic_simulation,1,2,3,3,1,5,5,2,3,5,2,3,4,4,2,4,Islam,Galle,Group B
25,69,0,2,1,7,56,2,1,2,1,2,0,1,4,0,1,2,Male,67,SIM-0787,synthetic_simulation,2,5,1,5,2,1,2,5,4,2,5,1,5,2,3,5,Hinduism,Galle,Group A
23,92,1,2,0,8,54,2,1,0,0,1,1,2,1,0,2,2,Non-binary,68,SIM-0788,synthetic_simulation,4,1,4,4,4,1,3,2,1,4,4,1,2,4,1,2,Christianity,Colombo,Group B
20,83,0,1,0,9,77,0,1,0,1,2,1,2,3,1,1,2,Male,67,SIM-0789,synthetic_simulation,1,2,5,3,4,3,4,2,3,2,4,4,1,1,2,4,Hinduism,Negombo,Group B
10,60,2,2,0,9,85,2,1,0,2,0,1,2,4,0,2,2,Female,62,SIM-0790,synthetic_simulation,1,1,2,3,4,5,4,4,5,5,3,1,2,3,3,1,Hinduism,Galle,Group C
23,77,1,2,1,8,96,2,1,1,0,2,0,1,1,1,0,2,Male,67,SIM-0791,synthetic_simulation,3,1,3,2,3,1,2,4,2,5,4,1,3,3,5,5,Other,Galle,Group A
21,76,2,0,1,8,83,2,1,0,1,2,1,2,5,0,1,2,Male,68,SIM-0792,synthetic_simulation,5,2,2,4,2,2,2,2,2,1,3,2,5,1,2,2,Christianity,Kandy,Group B
22,65,1,2,0,7,97,1,1,2,2,0,0,1,4,0,1,1,Female,64,SIM-0793,synthetic_simulation,4,1,1,5,5,3,3,4,4,5,2,1,1,4,2,3,Hinduism,Colombo,Group B
12,87,2,1,1,7,62,2,0,2,2,2,1,1,4,0,1,2,Male,64,SIM-0794,synthetic_simulation,2,2,2,1,5,3,2,3,5,1,1,3,5,3,2,5,Other,Jaffna,Group A
14,88,2,2,0,8,67,2,1,2,0,1,1,1,3,0,2,0,Male,66,SIM-0795,synthetic_simulation,4,2,2,3,4,4,5,4,5,2,4,2,2,1,4,1,Islam,Negombo,Group A
26,89,2,1,1,7,92,2,1,2,1,0,1,2,2,0,2,1,Female,72,SIM-0796,synthetic_simulation,2,2,4,2,4,4,4,2,2,1,4,4,4,4,4,5,Buddhism,Kandy,Group A
20,89,2,0,1,8,91,2,1,2,2,2,1,2,3,0,1,2,Non-binary,72,SIM-0797,synthetic_simulation,5,3,4,1,3,4,2,1,2,2,2,4,3,2,5,1,Christianity,Jaffna,Group D
24,60,2,0,1,9,83,0,1,2,2,1,1,2,3,1,1,2,Non-binary,66,SIM-0798,synthetic_simulation,2,1,5,3,4,5,1,1,5,4,2,1,5,3,3,4,Other,Jaffna,Group A
20,98,1,2,0,7,75,0,1,4,2,2,0,2,1,0,0,2,Non-binary,72,SIM-0799,synthetic_simulation,3,4,1,2,2,3,2,2,2,2,4,5,3,4,2,2,Christianity,Negombo,Group C
20,93,0,2,1,4,51,1,1,1,2,2,1,2,3,0,1,2,Non-binary,69,SIM-0800,synthetic_simulation,3,2,4,4,4,4,4,2,1,3,2,4,2,4,1,4,Other,Negombo,Group C
26,96,0,0,1,10,64,1,1,2,2,2,0,1,3,1,1,2,Non-binary,72,SIM-0801,synthetic_simulation,3,1,4,2,4,3,5,1,2,1,4,4,5,3,1,5,Islam,Jaffna,Group B
17,61,1,1,1,6,58,2,1,1,2,0,1,1,4,0,1,2,Male,60,SIM-0802,synthetic_simulation,3,5,5,3,2,2,2,5,1,4,1,4,4,4,1,4,Islam,Colombo,Group D
21,97,2,2,1,7,53,2,1,0,0,2,1,1,2,0,1,1,Male,69,SIM-0803,synthetic_simulation,4,2,3,4,1,4,5,4,2,2,1,3,3,5,4,2,Buddhism,Negombo,Group B
17,92,2,0,0,8,89,2,1,0,1,1,1,2,3,1,1,2,Female,68,SIM-0804,synthetic_simulation,5,2,5,5,5,3,1,5,3,5,3,5,1,5,5,5,Islam,Galle,Group A
17,93,1,2,1,9,57,0,1,3,1,0,0,1,2,0,0,2,Male,69,SIM-0805,synthetic_simulation,2,4,2,2,4,5,4,3,3,1,4,1,2,2,2,4,Islam,Colombo,Group D
18,64,2,1,1,10,68,1,1,1,1,2,1,2,5,0,1,2,Male,62,SIM-0806,synthetic_simulation,2,3,2,1,2,5,3,1,3,2,1,1,5,1,5,4,Buddhism,Negombo,Group C
21,90,2,2,1,6,99,1,1,2,1,0,1,2,2,0,1,1,Female,71,SIM-0807,synthetic_simulation,3,3,4,4,5,5,4,1,1,4,1,2,1,5,4,4,Christianity,Galle,Group C
17,98,2,0,1,9,70,1,1,1,0,2,0,0,2,0,1,2,Female,70,SIM-0808,synthetic_simulation,3,2,4,4,3,4,3,5,1,5,5,3,4,5,2,3,Islam,Negombo,Group C
28,87,1,1,1,7,57,2,1,2,2,0,0,0,4,0,1,1,Male,68,SIM-0809,synthetic_simulation,1,1,5,5,1,5,3,3,4,1,1,5,4,2,2,5,Christianity,Negombo,Group B
15,83,0,2,1,10,84,2,1,1,0,0,1,0,2,0,0,2,Female,68,SIM-0810,synthetic_simulation,5,5,5,2,4,1,4,5,4,4,3,2,3,5,5,2,Buddhism,Colombo,Group D
19,98,2,0,0,9,90,1,0,1,0,2,0,2,2,0,0,0,Non-binary,70,SIM-0811,synthetic_simulation,4,5,1,1,1,2,3,3,2,5,1,5,2,5,1,5,Hinduism,Galle,Group C
17,78,2,0,0,7,64,2,1,0,1,2,0,1,3,0,1,2,Female,65,SIM-0812,synthetic_simulation,2,1,2,5,4,3,5,2,1,3,2,4,5,3,1,5,Islam,Jaffna,Group D
29,84,0,2,1,6,90,2,1,0,2,0,1,2,3,0,2,0,Male,73,SIM-0813,synthetic_simulation,1,2,5,2,4,1,1,2,3,5,5,5,1,2,3,4,Christianity,Kandy,Group B
21,79,0,2,0,4,64,1,1,0,1,0,1,0,4,0,0,1,Non-binary,66,SIM-0814,synthetic_simulation,1,5,3,1,4,4,2,1,3,1,4,2,5,4,3,1,Other,Jaffna,Group A
26,97,2,2,0,8,85,1,0,2,0,1,1,1,3,0,1,2,Non-binary,71,SIM-0815,synthetic_simulation,2,3,1,1,1,3,3,2,3,3,3,3,1,4,5,4,Other,Galle,Group B
11,63,0,2,1,9,56,0,1,2,2,2,1,1,3,0,1,2,Male,62,SIM-0816,synthetic_simulation,4,1,5,3,3,3,3,5,2,2,1,3,2,1,2,1,Hinduism,Kandy,Group C
22,80,2,2,1,8,71,0,1,2,1,2,0,2,3,0,1,2,Non-binary,68,SIM-0817,synthetic_simulation,1,4,4,1,2,5,4,3,1,3,4,4,4,1,4,3,Islam,Colombo,Group A
25,87,2,0,0,4,76,1,1,1,1,0,1,2,4,0,0,0,Female,70,SIM-0818,synthetic_simulation,1,2,5,2,2,3,5,1,2,3,1,1,4,5,4,3,Islam,Kandy,Group D
20,92,2,1,0,5,86,1,1,0,2,2,1,1,2,0,2,1,Female,68,SIM-0819,synthetic_simulation,5,1,4,5,3,3,2,2,5,3,5,2,5,5,3,1,Islam,Colombo,Group D
26,83,0,1,1,8,83,2,1,2,1,0,1,1,2,0,0,2,Male,71,SIM-0820,synthetic_simulation,4,5,4,5,3,2,3,1,5,5,4,1,5,4,3,4,Other,Colombo,Group B
17,96,2,2,1,10,93,2,1,2,2,1,1,0,4,0,1,2,Non-binary,70,SIM-0821,synthetic_simulation,1,2,2,3,4,4,5,1,4,3,2,4,3,2,4,4,Hinduism,Jaffna,Group C
28,98,2,2,1,7,59,2,1,1,1,2,1,2,3,0,1,2,Male,72,SIM-0822,synthetic_simulation,4,3,2,2,4,1,2,3,1,3,2,5,1,3,1,5,Other,Kandy,Group B
34,63,2,0,1,9,83,2,1,2,2,0,1,0,2,0,0,1,Female,69,SIM-0823,synthetic_simulation,2,2,5,1,2,5,4,5,3,2,4,5,3,1,5,5,Islam,Colombo,Group B
18,76,2,0,0,5,56,2,1,1,1,1,1,0,2,0,0,1,Male,63,SIM-0824,synthetic_simulation,3,2,5,3,4,2,3,5,1,3,2,4,1,5,3,3,Hinduism,Kandy,Group A
17,61,2,2,0,7,74,0,1,0,2,2,1,1,2,0,2,2,Male,62,SIM-0825,synthetic_simulation,1,3,3,4,4,1,4,4,4,5,3,3,2,1,3,5,Other,Galle,Group C
29,73,2,2,0,7,76,2,1,2,1,0,0,1,3,0,1,2,Non-binary,68,SIM-0826,synthetic_simulation,5,3,1,2,3,1,4,5,3,4,5,2,5,4,4,5,Islam,Jaffna,Group D
29,81,1,2,1,9,51,1,1,2,2,2,1,2,5,0,2,2,Male,70,SIM-0827,synthetic_simulation,2,2,1,3,1,2,3,2,2,4,3,4,1,2,1,5,Hinduism,Galle,Group B
17,96,2,2,1,6,54,2,1,1,2,2,0,2,4,0,1,2,Female,69,SIM-0828,synthetic_simulation,4,3,5,5,5,5,5,4,3,5,4,4,4,4,4,3,Hinduism,Kandy,Group A
17,94,2,2,0,10,92,1,1,2,1,2,0,0,2,0,1,2,Female,68,SIM-0829,synthetic_simulation,2,1,2,3,5,4,5,4,5,5,3,2,2,3,3,5,Buddhism,Negombo,Group C
18,65,0,2,1,7,64,2,1,2,0,2,1,2,1,0,1,2,Non-binary,65,SIM-0830,synthetic_simulation,1,3,3,4,4,2,4,4,2,3,5,3,4,2,4,1,Hinduism,Kandy,Group A
12,64,2,1,0,5,67,2,1,3,1,2,0,2,2,1,1,2,Non-binary,59,SIM-0831,synthetic_simulation,4,3,1,2,4,2,4,4,3,5,5,3,2,3,5,2,Buddhism,Colombo,Group B
14,84,2,2,0,5,82,2,1,3,1,2,1,2,3,0,0,0,Non-binary,66,SIM-0832,synthetic_simulation,3,2,5,3,5,2,1,5,2,3,4,2,1,3,3,2,Islam,Jaffna,Group D
14,81,0,2,0,6,61,1,1,0,1,2,1,2,4,0,1,1,Male,64,SIM-0833,synthetic_simulation,2,1,2,1,3,5,2,4,5,1,3,1,4,2,3,5,Buddhism,Negombo,Group A
15,71,1,2,0,8,60,0,0,5,1,0,1,2,4,0,1,0,Female,63,SIM-0834,synthetic_simulation,1,4,2,2,5,2,4,2,5,2,5,5,1,3,3,5,Islam,Kandy,Group B
20,96,2,2,0,6,71,2,1,5,1,0,1,1,3,0,0,2,Non-binary,72,SIM-0835,synthetic_simulation,5,4,2,3,5,2,4,2,1,2,4,2,3,1,3,5,Islam,Jaffna,Group D
21,97,2,0,1,6,53,1,1,0,1,2,1,0,3,1,1,1,Male,67,SIM-0836,synthetic_simulation,4,5,4,3,5,3,2,1,5,2,5,3,2,5,3,1,Christianity,Colombo,Group C
29,76,2,2,0,8,96,1,1,2,1,2,1,2,2,0,2,1,Female,94,SIM-0837,synthetic_simulation,2,3,2,2,4,3,3,2,5,1,1,1,5,2,2,3,Buddhism,Kandy,Group C
14,96,2,0,1,4,97,1,1,2,2,2,1,0,3,0,1,2,Female,70,SIM-0838,synthetic_simulation,2,3,5,5,4,3,5,1,5,2,1,4,4,4,2,2,Hinduism,Galle,Group C
26,75,1,2,0,6,72,2,1,0,1,0,1,1,3,0,1,2,Non-binary,66,SIM-0839,synthetic_simulation,3,1,3,1,5,3,3,2,4,3,5,4,1,4,4,4,Hinduism,Negombo,Group C
19,89,1,2,1,5,60,1,1,4,2,2,1,2,2,0,2,1,Female,69,SIM-0840,synthetic_simulation,3,4,5,2,4,2,2,4,5,4,4,4,4,5,2,5,Islam,Jaffna,Group D
20,79,2,1,1,6,74,1,1,2,1,2,1,2,2,0,1,0,Male,64,SIM-0841,synthetic_simulation,5,5,2,1,5,3,2,3,1,2,1,5,1,4,3,4,Buddhism,Kandy,Group C
24,65,2,2,0,7,55,1,1,1,1,0,0,2,3,1,1,2,Non-binary,63,SIM-0842,synthetic_simulation,5,1,3,1,3,1,1,4,2,2,5,3,3,5,3,1,Other,Jaffna,Group A
13,97,0,0,0,7,70,2,1,1,1,0,1,1,4,0,2,2,Male,71,SIM-0843,synthetic_simulation,1,3,1,2,4,4,1,5,4,3,2,1,5,1,3,3,Hinduism,Negombo,Group C
22,78,0,2,0,7,54,2,1,1,2,2,1,0,3,1,1,1,Female,65,SIM-0844,synthetic_simulation,1,4,1,3,1,3,5,1,2,3,3,3,4,4,2,4,Other,Galle,Group A
21,89,1,2,1,9,85,1,1,1,2,2,1,0,5,0,0,0,Male,68,SIM-0845,synthetic_simulation,5,5,5,5,4,5,4,3,2,2,5,5,4,4,2,5,Buddhism,Kandy,Group C
23,75,2,2,0,7,64,0,1,1,1,2,1,0,3,1,1,1,Non-binary,64,SIM-0846,synthetic_simulation,5,2,3,1,3,4,2,2,1,5,1,5,1,1,1,5,Hinduism,Negombo,Group A
22,61,1,1,1,10,76,0,1,1,0,0,1,2,2,0,0,2,Female,64,SIM-0847,synthetic_simulation,4,4,5,1,3,1,1,4,4,1,5,2,1,4,3,1,Other,Colombo,Group B
35,64,2,2,1,8,51,2,1,2,2,2,1,0,5,1,1,2,Male,66,SIM-0848,synthetic_simulation,3,5,3,3,4,4,3,1,3,4,4,3,4,4,1,5,Hinduism,Kandy,Group B
16,80,0,2,0,6,76,2,1,1,2,0,1,2,4,0,0,2,Female,68,SIM-0849,synthetic_simulation,1,1,3,2,2,4,1,1,5,4,1,4,3,1,1,4,Christianity,Colombo,Group C
17,88,2,2,0,10,50,2,1,3,1,0,1,1,5,0,0,1,Female,67,SIM-0850,synthetic_simulation,3,2,5,5,5,1,3,2,2,1,4,2,4,1,1,3,Christianity,Galle,Group B
16,73,1,0,1,7,96,2,1,1,2,2,0,2,3,0,1,1,Non-binary,66,SIM-0851,synthetic_simulation,3,5,3,1,5,3,1,1,2,2,4,3,2,1,3,5,Islam,Galle,Group C
17,88,2,2,1,10,75,2,1,2,2,2,1,1,3,0,1,2,Male,68,SIM-0852,synthetic_simulation,5,5,2,1,3,1,3,2,1,2,4,2,2,4,2,5,Buddhism,Kandy,Group A
16,88,1,2,0,7,55,2,1,3,1,1,1,1,3,0,2,2,Male,66,SIM-0853,synthetic_simulation,4,3,3,2,4,5,1,2,1,2,5,2,4,5,3,4,Hinduism,Jaffna,Group B
27,88,2,2,0,7,67,2,1,3,0,2,1,1,4,0,0,0,Female,71,SIM-0854,synthetic_simulation,2,4,3,3,2,1,1,4,1,2,1,1,3,5,2,3,Other,Jaffna,Group D
29,80,2,0,1,8,52,2,1,4,1,2,1,2,4,0,1,1,Female,71,SIM-0855,synthetic_simulation,4,3,5,4,1,2,5,1,4,2,4,2,1,2,3,4,Hinduism,Jaffna,Group A
17,97,2,0,0,7,77,2,1,0,1,2,0,0,4,0,0,0,Non-binary,68,SIM-0856,synthetic_simulation,4,2,1,3,5,2,4,5,5,4,2,5,1,2,5,1,Hinduism,Jaffna,Group D
15,80,0,1,0,9,56,0,1,3,2,2,1,1,3,1,1,2,Non-binary,64,SIM-0857,synthetic_simulation,3,5,4,1,2,4,2,5,4,2,3,4,4,4,5,5,Other,Negombo,Group B
23,78,2,2,1,10,74,1,1,3,2,2,1,0,4,0,1,1,Male,67,SIM-0858,synthetic_simulation,4,3,3,1,5,3,4,4,1,3,5,1,5,4,3,2,Other,Kandy,Group B
17,68,0,2,1,4,65,0,1,0,2,2,0,2,2,0,1,1,Female,64,SIM-0859,synthetic_simulation,1,4,4,5,4,3,5,4,1,5,2,2,1,5,3,1,Christianity,Jaffna,Group D
24,72,0,1,1,8,88,0,1,3,1,2,1,2,2,0,1,2,Female,68,SIM-0860,synthetic_simulation,3,2,3,3,5,2,3,2,2,2,1,1,2,3,3,2,Islam,Galle,Group C
21,62,2,1,0,6,74,0,1,0,1,0,0,2,3,1,2,0,Male,62,SIM-0861,synthetic_simulation,1,1,5,4,1,5,4,5,4,3,3,4,2,2,5,4,Other,Kandy,Group B
11,85,2,1,1,4,92,1,1,0,2,0,1,1,1,0,0,2,Non-binary,64,SIM-0862,synthetic_simulation,2,3,5,5,4,1,2,1,4,4,4,4,5,5,3,2,Hinduism,Jaffna,Group C
29,70,1,0,0,8,97,1,1,3,1,0,1,2,3,0,2,1,Male,70,SIM-0863,synthetic_simulation,3,2,3,4,3,1,2,5,5,3,2,1,5,4,4,3,Christianity,Colombo,Group A
31,72,2,2,0,8,98,0,1,0,1,2,1,1,4,0,0,0,Non-binary,68,SIM-0864,synthetic_simulation,2,1,5,5,2,1,3,4,4,1,2,3,2,2,4,5,Buddhism,Kandy,Group A
16,91,2,2,0,8,63,0,1,2,2,0,1,1,3,0,0,2,Female,69,SIM-0865,synthetic_simulation,3,3,5,3,5,5,2,4,5,1,4,4,4,2,4,3,Christianity,Jaffna,Group D
18,73,1,2,1,8,88,1,1,3,1,2,1,2,4,0,0,1,Non-binary,65,SIM-0866,synthetic_simulation,5,2,3,1,4,5,5,2,3,3,4,5,4,2,3,3,Christianity,Negombo,Group C
22,70,2,0,1,8,72,2,1,2,0,2,1,1,3,0,1,2,Non-binary,67,SIM-0867,synthetic_simulation,4,2,1,4,4,1,4,1,5,2,2,5,4,4,1,4,Christianity,Colombo,Group A
22,67,0,2,0,6,71,1,1,2,2,2,1,2,2,0,0,1,Male,65,SIM-0868,synthetic_simulation,5,3,3,3,5,1,2,4,1,2,1,2,2,5,1,3,Hinduism,Colombo,Group D
24,91,0,2,0,7,93,1,1,0,2,2,1,2,2,0,1,1,Female,71,SIM-0869,synthetic_simulation,2,2,1,4,3,5,4,1,3,2,5,3,5,3,2,2,Other,Galle,Group C
32,65,2,1,1,8,57,1,1,2,1,2,1,2,3,0,1,1,Female,65,SIM-0870,synthetic_simulation,4,5,5,3,5,1,1,5,2,3,1,3,3,4,4,1,Islam,Jaffna,Group B
19,78,2,2,1,9,74,1,1,2,1,2,1,2,5,0,1,1,Male,66,SIM-0871,synthetic_simulation,3,3,1,5,3,5,4,2,2,1,1,2,2,2,5,1,Buddhism,Jaffna,Group A
15,80,0,2,0,7,80,2,1,0,1,1,1,1,5,0,1,2,Female,65,SIM-0872,synthetic_simulation,4,2,5,3,5,4,3,5,2,1,5,4,2,1,4,1,Islam,Kandy,Group C
12,87,2,2,1,7,53,1,1,2,2,2,0,1,1,0,0,2,Male,65,SIM-0873,synthetic_simulation,1,1,1,5,4,2,5,4,1,4,1,1,1,5,4,2,Hinduism,Galle,Group C
16,85,1,2,0,7,93,0,1,1,2,0,1,2,3,0,1,2,Male,68,SIM-0874,synthetic_simulation,4,1,1,1,1,2,2,4,2,1,3,3,4,4,2,5,Islam,Colombo,Group B
20,92,2,2,1,5,66,2,1,2,2,2,1,0,2,1,0,1,Male,68,SIM-0875,synthetic_simulation,1,5,3,5,1,5,5,1,5,1,4,3,1,2,4,2,Islam,Negombo,Group D
31,62,0,2,0,8,83,2,1,0,2,0,0,1,2,1,0,2,Male,67,SIM-0876,synthetic_simulation,4,3,1,2,4,1,4,4,1,5,2,4,2,3,1,1,Buddhism,Jaffna,Group A
17,72,1,2,1,5,96,0,1,3,0,2,1,0,3,0,1,1,Female,65,SIM-0877,synthetic_simulation,1,2,5,1,1,2,2,1,4,1,5,1,2,2,5,5,Christianity,Colombo,Group D
21,71,2,1,0,8,86,2,1,2,2,0,1,1,2,0,0,2,Female,66,SIM-0878,synthetic_simulation,2,2,3,3,3,3,5,3,1,3,1,5,2,2,1,4,Other,Jaffna,Group B
20,66,2,2,1,7,94,1,1,0,2,1,1,1,4,0,1,1,Male,63,SIM-0879,synthetic_simulation,5,1,1,3,4,1,3,4,1,2,2,3,3,4,4,2,Other,Jaffna,Group A
27,72,0,0,1,5,53,2,1,1,0,2,0,1,5,0,2,2,Female,70,SIM-0880,synthetic_simulation,3,5,3,2,3,5,1,5,4,3,3,4,1,3,3,3,Islam,Negombo,Group D
35,72,0,0,1,5,75,2,1,1,1,2,1,2,5,0,0,1,Female,72,SIM-0881,synthetic_simulation,4,1,4,3,4,3,1,5,5,2,1,3,5,1,5,3,Buddhism,Negombo,Group D
17,81,2,0,0,6,78,2,1,2,1,2,0,2,2,0,1,1,Male,67,SIM-0882,synthetic_simulation,5,1,3,1,3,5,3,1,3,2,1,5,4,4,5,3,Other,Negombo,Group A
17,87,0,1,1,6,84,2,1,0,2,2,1,2,3,0,0,0,Non-binary,67,SIM-0883,synthetic_simulation,3,5,4,1,3,1,1,3,4,4,1,2,4,5,2,2,Other,Kandy,Group B
26,75,1,2,1,9,56,2,1,1,1,2,1,2,5,0,1,1,Non-binary,66,SIM-0884,synthetic_simulation,3,3,4,5,1,4,3,4,1,1,3,4,3,3,2,4,Other,Negombo,Group C
24,89,1,2,0,7,83,2,0,1,1,1,1,1,3,0,1,1,Non-binary,66,SIM-0885,synthetic_simulation,1,2,3,4,4,4,4,2,2,4,4,1,1,1,5,5,Islam,Negombo,Group D
31,73,0,2,1,8,57,2,1,2,1,0,1,1,4,0,1,0,Male,69,SIM-0886,synthetic_simulation,2,3,5,3,5,4,3,2,4,2,2,2,4,1,5,2,Hinduism,Negombo,Group B
24,72,2,1,1,9,53,2,1,0,1,0,0,1,4,1,1,1,Female,62,SIM-0887,synthetic_simulation,2,4,5,2,1,1,1,5,4,5,1,1,2,3,1,2,Islam,Negombo,Group D
18,82,1,2,0,9,73,1,1,2,1,2,1,2,4,0,0,2,Male,66,SIM-0888,synthetic_simulation,5,4,5,1,3,1,4,4,3,5,1,5,1,5,4,2,Islam,Galle,Group B
24,61,2,2,0,7,80,0,1,0,1,2,1,2,3,0,2,1,Non-binary,64,SIM-0889,synthetic_simulation,2,4,2,1,3,3,3,2,1,4,3,1,4,2,5,5,Hinduism,Kandy,Group C
27,63,0,2,1,6,98,2,1,1,1,0,1,2,2,0,1,1,Female,67,SIM-0890,synthetic_simulation,4,5,4,1,5,1,3,1,2,4,3,3,1,4,3,4,Other,Jaffna,Group A
25,77,0,0,0,8,85,2,1,2,2,2,1,2,1,0,0,2,Non-binary,71,SIM-0891,synthetic_simulation,2,1,3,4,5,1,4,4,2,1,2,5,3,5,4,2,Islam,Kandy,Group A
23,98,0,2,1,6,80,2,1,1,2,2,1,2,2,0,1,1,Non-binary,73,SIM-0892,synthetic_simulation,5,3,5,4,3,3,2,5,3,4,2,2,5,1,5,1,Christianity,Kandy,Group B
26,89,2,1,1,10,61,1,1,0,2,0,1,1,3,0,1,1,Male,68,SIM-0893,synthetic_simulation,2,2,5,3,5,3,1,3,2,4,1,3,5,5,2,5,Other,Kandy,Group B
27,64,0,1,1,8,58,2,1,2,0,0,1,1,1,0,2,0,Male,66,SIM-0894,synthetic_simulation,4,4,3,2,2,5,2,1,5,3,1,3,1,2,2,4,Other,Negombo,Group C
28,94,2,0,1,7,80,2,1,3,1,0,1,2,4,0,2,0,Male,75,SIM-0895,synthetic_simulation,1,3,4,4,1,2,4,1,4,4,1,5,3,5,2,1,Other,Kandy,Group B
24,89,2,0,1,8,61,2,1,1,1,0,1,2,3,0,2,2,Female,72,SIM-0896,synthetic_simulation,5,4,3,5,4,2,4,4,4,4,1,1,4,5,3,2,Islam,Galle,Group B
19,84,0,1,1,7,85,2,1,1,0,2,0,1,3,0,1,2,Female,68,SIM-0897,synthetic_simulation,1,4,2,4,5,5,5,3,2,3,1,1,2,1,1,1,Buddhism,Jaffna,Group A
21,93,2,2,1,6,56,2,0,1,1,2,1,2,3,0,1,2,Non-binary,68,SIM-0898,synthetic_simulation,1,2,2,1,5,4,5,1,2,2,3,2,1,5,4,3,Buddhism,Kandy,Group B
27,76,1,0,1,8,67,2,1,1,2,2,1,2,4,0,1,2,Male,69,SIM-0899,synthetic_simulation,1,5,3,2,2,1,4,3,2,2,4,5,1,4,1,4,Hinduism,Jaffna,Group D
15,69,2,2,1,7,89,2,1,1,1,0,1,0,2,0,0,1,Female,63,SIM-0900,synthetic_simulation,3,1,4,3,4,3,5,5,4,3,2,2,4,3,1,4,Buddhism,Colombo,Group A
22,80,2,0,1,10,92,2,1,0,2,0,1,2,2,0,1,2,Male,70,SIM-0901,synthetic_simulation,3,5,5,4,2,3,3,1,2,1,3,4,2,1,1,3,Other,Colombo,Group B
18,82,1,2,1,6,67,1,1,1,0,1,0,2,3,0,2,1,Female,66,SIM-0902,synthetic_simulation,1,3,2,1,4,4,2,2,5,4,5,5,2,3,2,1,Christianity,Kandy,Group D
20,82,1,1,1,8,60,2,1,3,2,0,1,2,4,0,1,1,Non-binary,66,SIM-0903,synthetic_simulation,5,5,2,5,1,3,4,5,5,1,5,4,4,5,4,4,Christianity,Galle,Group C
28,83,2,0,0,6,98,2,1,1,1,0,0,1,2,0,2,1,Non-binary,72,SIM-0904,synthetic_simulation,4,3,4,5,5,4,3,5,4,5,5,2,1,2,2,2,Other,Colombo,Group B
21,98,1,2,0,6,88,2,1,1,2,1,1,1,3,0,2,2,Non-binary,71,SIM-0905,synthetic_simulation,4,3,2,3,1,5,1,1,1,1,2,4,4,1,1,3,Islam,Colombo,Group B
20,96,0,2,0,4,90,2,1,3,1,2,0,1,2,0,0,2,Non-binary,72,SIM-0906,synthetic_simulation,2,1,2,3,4,4,1,2,1,4,1,4,5,5,5,4,Islam,Galle,Group C
12,95,2,2,0,8,61,0,1,4,0,0,0,1,1,0,0,2,Non-binary,69,SIM-0907,synthetic_simulation,5,2,4,4,5,2,5,3,1,2,5,3,4,5,3,4,Other,Negombo,Group D
24,92,1,0,1,6,71,1,1,2,1,0,1,2,2,0,1,2,Non-binary,71,SIM-0908,synthetic_simulation,3,1,3,3,2,4,5,2,5,4,5,3,3,2,3,5,Other,Kandy,Group D
24,98,2,1,0,9,53,2,1,3,0,1,0,0,2,0,2,0,Male,69,SIM-0909,synthetic_simulation,1,5,5,1,3,5,3,5,3,4,4,2,1,5,1,1,Hinduism,Colombo,Group D
33,64,0,2,0,8,55,2,1,1,2,0,1,1,3,0,0,1,Male,68,SIM-0910,synthetic_simulation,2,3,5,1,2,4,1,1,1,4,3,2,3,4,2,3,Islam,Galle,Group D
18,71,1,1,1,7,61,1,1,2,1,2,1,0,4,0,0,2,Female,61,SIM-0911,synthetic_simulation,4,4,2,1,3,5,4,2,3,1,2,1,1,2,4,4,Buddhism,Colombo,Group C
21,80,2,0,0,5,65,0,1,2,2,1,0,1,1,0,2,1,Male,68,SIM-0912,synthetic_simulation,3,4,5,4,2,2,2,2,4,2,2,4,1,1,2,3,Buddhism,Jaffna,Group D
21,94,0,2,1,8,100,1,1,0,1,2,1,1,3,0,2,2,Non-binary,72,SIM-0913,synthetic_simulation,3,3,3,4,4,1,5,5,5,2,4,1,5,1,4,2,Islam,Colombo,Group C
29,80,2,2,1,6,71,2,1,0,2,2,1,2,3,0,0,1,Non-binary,70,SIM-0914,synthetic_simulation,1,1,2,3,1,5,3,3,1,1,5,1,4,3,5,5,Christianity,Jaffna,Group D
